Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,lat,lng,Spring_tavg,Spring_tmin,Spring_tmax,Spring_prcp,Spring_tsun,Summer_tavg,Summer_tmin,Summer_tmax,Summer_prcp,Summer_tsun,Fall_tavg,Fall_tmin,Fall_tmax,Fall_prcp,Fall_tsun
Primer Rosé 2018,Spain,Rioja,Marqués de Murrieta,3.9,26,25.15,2018,42.3285528,-2.4674917,10.798688570658365,5.430378119150798,16.707546552022297,2.0327240228652954,37035.34375,18.887142181396484,13.461686452229818,25.38217035929362,1.9408960739771526,39642.9765625,11.33245054880778,7.236829837163289,16.273496945699055,1.49433700243632,28008.844401041668
Réserve Côtes du Rhône Rosé 2018,France,Côtes-du-Rhône,Famille Perrin,3.6,26,8.9,2018,44.7667285,4.8528701,13.079588890075684,7.814863681793213,18.50912920633952,2.4182079235712686,37828.087239583336,23.95379892985026,17.96004295349121,30.08688799540202,1.192078948020935,45363.81640625,13.199190457661947,8.663931687672934,18.22253481547038,0.6696415841579437,30449.08984375
Rosé 2016,France,Pays d'Oc,Mas Janeil,3.6,26,3.7,2016,43.604764,1.4540399,13.16077709197998,8.55661137898763,17.88679122924805,2.217992901802063,32157.847005208332,22.83044687906901,17.41865412394206,28.251073201497395,2.016917665799459,41703.369791666664,14.49949582417806,10.47453244527181,19.024263699849445,1.4759498238563538,29756.179036458332
Rosé 2019,France,South West France,Mimbeau,3.7,26,7.45,2019,44.2582021,0.297966,12.85634740193685,8.497380256652832,17.66433334350586,2.8337276776631675,30047.317708333332,22.738513310750324,17.03945795694987,28.242970784505207,1.8405733903249104,43123.317708333336,15.562655131022135,10.932505289713541,20.913633982340496,1.6174193024635315,29141.948567708332
Rosé 2018,Portugal,Douro Superior,CARM,3.7,26,9.55,2018,41.0912762,-6.8119369,13.888401985168457,7.881944179534912,20.217553456624348,1.3162006537119548,37981.470052083336,23.2912540435791,16.434380849202473,30.53970464070638,0.3368458896875381,46336.0,15.509358088175455,9.70551093419393,22.241244951883953,0.526810015241305,33431.223958333336
Roseri Valtenesi Chiaretto Rosato 2019,Italy,Lombardia,Cà Maiol,3.9,26,9.3,2019,45.5703694,9.7732524,13.101466178894043,9.069854418436686,17.179998715718586,6.160752773284912,30349.162760416668,23.574634552001953,19.06306266784668,27.94607416788737,3.882150411605835,43969.44921875,15.278255144755045,11.847095330556234,19.08327802022298,4.173261642456055,26624.625651041668
Rosado 2019,Spain,Rioja,Marqués de Riscal,3.7,27,6.85,2019,42.3285528,-2.4674917,8.700752894083658,4.600234667460124,13.438156127929688,3.5468817551930747,31272.651692708332,17.94526958465576,13.02480443318685,23.624284744262695,2.0061290661493936,42316.07421875,12.191380182902018,7.9817938804626465,17.324589411417644,2.0297850370407104,29259.714192708332
Altozano Tempranillo - Syrah Rosé 2018,Spain,Castilla,Finca Constancia,3.5,27,5.75,2018,40.4763551,-3.6800358,14.414348602294922,7.880878289540608,21.219157536824543,1.177455226580302,40616.92578125,25.462186813354492,18.30636151631673,32.35895919799805,1.2637992699940999,45832.708333333336,15.149637858072916,9.18949826558431,22.04974873860677,0.4978852992256482,34112.666015625
Rosado 2018,Spain,Rioja,Campo Viejo,3.7,27,5.99,2018,42.3285528,-2.4674917,10.798688570658365,5.430378119150798,16.707546552022297,2.0327240228652954,37035.34375,18.887142181396484,13.461686452229818,25.38217035929362,1.9408960739771526,39642.9765625,11.33245054880778,7.236829837163289,16.273496945699055,1.49433700243632,28008.844401041668
Rosé 2017,Portugal,Douro,Cascas,3.6,27,6.24,2017,41.135684,-7.1166743,13.1321013768514,8.304965813954672,17.97776222229004,3.329283078511556,34450.413411458336,25.65511194864909,18.73306655883789,32.41197395324707,0.28867383301258087,47035.740885416664,17.56288210550944,12.703765551249186,22.828335444132488,1.674552063147227,29865.655598958332
Côté Rosé 2019,France,Languedoc-Roussillon,Domaine Lafage,3.8,27,6.81,2019,43.508482,2.34549,12.461458206176758,8.999473412831625,16.142842292785645,5.153942584991455,28862.303385416668,22.012378692626953,17.613075574239094,26.300423940022785,2.892401377360026,41737.55859375,15.735968271891275,12.293344179789225,19.296192804972332,3.586415688196818,28555.106119791668
La Vie Rosé 2019,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,27,13.69,2019,53.8156324,13.3702287,8.892620941003164,4.312749147415161,13.52642297744751,1.1478852530320485,34172.715494791664,19.474341074625652,14.565383275349935,24.109989166259766,1.2932616472244263,43771.686197916664,10.823776880900065,7.550042708714803,14.42975664138794,0.7539785106976827,22964.796223958332
il Fenicottero Toscana 2018,Italy,Toscana,Monte Guelfo,3.4,27,6.42,2018,43.4586541,11.1389204,14.597834587097168,9.299073855082193,20.345221201578777,1.255770564079285,39481.677083333336,25.264576594034832,19.118481318155926,31.773141225179035,0.6455913980801901,47021.329427083336,14.886561075846354,10.680579026540121,19.987460136413574,3.142437160015106,30773.384114583332
Moulin des Costes Bandol Rosé 2019,France,Bandol,Domaines Bunan,3.9,27,18.9,2019,43.1357717,5.7523647,14.447850227355957,11.128990968068441,17.642932573954266,3.906953493754069,35110.595052083336,24.2139949798584,20.219187418619793,27.64655367533366,1.0518279075622559,44950.359375,18.15673891703288,15.182772000630697,21.311285654703777,5.63777760664622,29509.999348958332
Perlita Rosado 2018,Argentina,Uco Valley,DiamAndes,4.0,27,9.99,2018,-34.0,-64.0,17.574238777160645,13.880897839864096,22.24233118693034,2.7636559009552,28298.94921875,11.686491330464682,7.564159552256267,16.996955553690594,0.8877419730027517,26579.169270833332,17.53554121653239,12.230199178059896,23.700844446818035,2.156559189160665,35912.783854166664
Friponne Rosé 2019,France,Maures,Saint Roux,3.5,27,9.07,2019,43.1381313,6.2355346,14.315985043843588,10.563297430674234,17.91326109568278,3.729175885518392,35509.251953125,24.703528722127277,20.182903289794922,28.708656311035156,1.63738348086675,45408.08984375,18.223767916361492,14.902849197387695,21.57430076599121,4.5924016038576765,29727.391276041668
Castel Firmian Lagrein Rosato Trentino 2018,Italy,Trentino,Mezzacorona,3.3,28,6.05,2018,46.1029536,11.1297425,10.863857587178549,5.814137935638428,15.969783465067545,2.58243727684021,37707.731770833336,21.212853749593098,15.826288859049479,26.406558354695637,3.21179207166036,45569.026041666664,10.239601453145346,6.04515955845515,14.701504071553549,2.9355197052160897,27668.541666666668
Rosé 2019,France,Vin de France,Les 5 Vallees,3.7,28,7.31,2019,50.2767373,3.977096,10.697819073994955,6.459894418716431,14.951631863911947,1.8975627024968464,30324.850911458332,19.21725336710612,14.278729438781738,23.61939239501953,1.0770250856876376,38721.834635416664,11.539963563283285,8.053908665974935,15.323443094889322,1.8395700057347615,23974.340169270832
Tellus Rosé di Syrah 2018,Italy,Lazio,Falesco,3.4,28,11.13,2018,41.9808038,12.7662312,14.917888641357422,8.900128841400146,21.280218760172527,1.4855913122495015,39845.436197916664,26.221431732177734,19.729196548461914,33.22966321309408,0.32720429946978885,47381.990885416664,15.448498407999674,10.550469557444254,20.5731938680013,3.1099640528361,31300.492838541668
Rosé 2018,South Africa,Cape Town,Cape Town Wine Co,3.1,28,7.5,2018,-33.928992,18.417396,18.738681475321453,13.527795473734537,25.270270029703777,0.22960573931535078,35049.224609375,12.630149523417154,8.535250345865885,17.163548787434895,1.7973477045694988,29373.170572916668,16.278228123982746,11.552490870157877,21.523836135864258,1.0508960882822673,38509.290364583336
Coteaux Varois en Provence Rosé 2019,France,Coteaux Varois en Provence,Château Routas,3.9,28,12.9,2019,47.283531,0.303704,12.178476333618164,7.951926549275716,16.60090510050456,2.5665591955184937,30862.489583333332,21.53227424621582,16.454203605651855,26.37454350789388,1.5673118631045024,42679.79296875,13.737252553304037,9.448790232340494,18.385045687357586,2.000394344329834,26530.7109375
Pinot Grigio Veneto Rosé 2019,Italy,Veneto,Torresella,3.8,28,6.77,2019,45.6476663,11.8665254,13.536653518676758,8.937859853108725,18.279329617818195,3.5115772088368735,32711.554036458332,23.843075434366863,18.881460825602215,28.593020757039387,2.132150491078695,44308.8515625,15.458112398783365,11.538594722747803,19.798755645751953,3.1871684789657593,28029.239583333332
The Pavillion Rosé 2019,South Africa,Paarl,Boschendal,3.4,28,6.3,2019,-33.7310282,18.9642117,18.437167485555012,12.973738034566244,25.15791384379069,1.89426522453626,32703.397135416668,12.311761220296225,7.357089678446452,17.873111089070637,3.1312904357910156,27279.024739583332,17.287007013956707,10.96646245320638,24.354185740152996,1.1061648428440096,39750.044921875
Danie de Wet Rosé 2019,South Africa,Robertson,De Wetshof,4.0,28,6.5,2019,-33.802222,19.883611,18.832853317260742,13.751071294148764,25.66005007425944,1.061469554901123,33494.518880208336,13.242268244425455,8.364781220753988,18.844458897908527,1.3799642324447632,30647.810546875,18.02977244059245,11.723079045613607,25.729332605997723,1.1193190217018127,39067.102864583336
Tempranillo Rosé 2018,Spain,La Mancha,Añoranza,3.4,28,3.95,2018,28.3774367,-16.6977504,19.17568524678548,16.703694025675457,21.887510935465496,0.41767025490601856,42135.100260416664,24.200908025105793,21.734411239624023,27.291453043619793,0.1546953444679578,44142.723958333336,22.51909828186035,20.26396306355794,25.147403081258137,0.37670249740282696,36153.1484375
Purple Rosé 2019,Italy,Toscana,Castello di Ama,4.1,28,21.82,2019,43.4586541,11.1389204,13.996342341105143,9.63066816329956,18.923661549886067,3.793333371480306,32707.034505208332,24.509926478068035,19.067066192626953,30.203266779581707,0.9437634547551473,46268.493489583336,16.94045861562093,12.712478637695312,22.170345306396484,2.4328675071398416,30088.462239583332
Rosato 2019,Italy,Puglia,Epicuro,3.6,28,5.5,2019,40.9842539,16.6210027,14.929309527079264,10.97540314992269,19.668986320495605,2.342473109563192,36028.167317708336,23.85751469930013,19.694900512695312,28.575707753499348,1.9532616535822551,45220.313802083336,16.999210039774578,13.803377469380697,21.21778615315755,1.8374910950660706,29841.659505208332
Basilicata Pipoli Rosato 2018,Italy,Basilicata,Vigneti del Vulture,3.5,29,5.77,2018,40.500571,16.081953,8.702056090037027,4.154763539632161,13.721430778503418,1.553118348121643,38973.571614583336,20.29011408487956,14.815892537434896,25.937218983968098,0.3865949759880702,47489.270833333336,10.367637952168783,6.529010772705078,15.039118131001791,1.8901792168617249,31564.202473958332
Rosado 2018,Spain,Rioja,Hacienda López de Haro,3.4,29,6.95,2018,42.3285528,-2.4674917,10.798688570658365,5.430378119150798,16.707546552022297,2.0327240228652954,37035.34375,18.887142181396484,13.461686452229818,25.38217035929362,1.9408960739771526,39642.9765625,11.33245054880778,7.236829837163289,16.273496945699055,1.49433700243632,28008.844401041668
Valley Oaks White Zinfandel 2017,United States,California,Fetzer,4.0,29,9.65,2017,36.7014631,-118.755997,-0.11143523454666138,-4.921125253041585,5.352602243423462,2.3229031960169473,41969.438802083336,13.650548299153646,7.00539763768514,20.192798614501953,0.9141935805479685,47255.28515625,5.773834784825643,0.8172795375188192,12.11143716176351,1.0787813762823741,36476.544270833336
Rosado 2019,Spain,Rioja,Hacienda López de Haro,3.4,29,6.94,2019,42.3285528,-2.4674917,8.700752894083658,4.600234667460124,13.438156127929688,3.5468817551930747,31272.651692708332,17.94526958465576,13.02480443318685,23.624284744262695,2.0061290661493936,42316.07421875,12.191380182902018,7.9817938804626465,17.324589411417644,2.0297850370407104,29259.714192708332
Rosato di Toscana Sbrancato 2018,Italy,Toscana,Tenuta Il Poggione,3.4,29,7.7,2018,43.4586541,11.1389204,14.597834587097168,9.299073855082193,20.345221201578777,1.255770564079285,39481.677083333336,25.264576594034832,19.118481318155926,31.773141225179035,0.6455913980801901,47021.329427083336,14.886561075846354,10.680579026540121,19.987460136413574,3.142437160015106,30773.384114583332
Five Roses Salento 2018,Italy,Salento,Leone de Castris,3.7,29,7.77,2018,40.248604,15.190058,12.198895772298178,6.967299143473308,17.452209790547688,1.6349461277325947,40751.768229166664,22.55588658650716,16.937155723571777,27.95375124613444,0.42734766999880475,47606.830729166664,13.670396486918131,9.465883413950602,18.409306526184082,4.535161316394806,32657.016927083332
Clair de Rose 2019,France,Pays d'Oc,Les Jamelles,3.3,29,5.56,2019,43.604764,1.4540399,12.48267904917399,8.268017768859863,17.020436604817707,3.188566287358602,30752.929036458332,22.576364517211914,16.94946797688802,28.004109700520832,1.5693190097808838,42478.255208333336,15.601071039835611,11.203662872314453,20.54557991027832,1.9136560211579006,29236.901041666668
Chiaretto Garda Classico 2019,Italy,Garda,Bulgarini,4.0,30,7.36,2019,45.5756512,10.7085298,14.031925996144613,10.6676025390625,17.41170533498128,4.4810036818186445,31648.175130208332,24.33963966369629,20.875935872395832,27.361473719278973,3.064802805582682,44219.0,16.985731442769367,14.181061426798502,19.6017427444458,3.4118994871775308,28442.048177083332
Blanc de Noir Rosé 2016,South Africa,Paarl,Niel Joubert,3.7,30,5.23,2016,-33.7310282,18.9642117,19.259193420410156,13.69864813486735,25.93642743428548,0.3048745629688104,35699.630208333336,11.61365826924642,7.004383405049642,16.88766352335612,2.6240502198537192,29078.651041666668,17.164479573567707,10.961587270100912,23.58820152282715,0.588315392533938,40435.169270833336
Merlot Rosé 2019,Argentina,San Rafael,Goyenechea,3.2,30,6.29,2019,-34.6126025,-68.330514,16.984297434488933,11.886338869730631,22.857020060221355,0.4511111043393612,34236.663411458336,7.928826014200847,2.2918225129445395,14.38305950164795,0.17946237574021018,29167.630859375,17.47135829925537,11.393292109171549,23.954994837443035,1.1274194022019703,39109.350260416664
Clos Beylesse Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine de l'Abbaye,4.5,30,19.9,2019,43.4370505,6.652775,14.172517458597818,9.440376281738281,18.81331475575765,3.2251970767974854,34775.134765625,25.250930786132812,19.404856363932293,30.425662994384766,1.240215043226878,45667.513020833336,17.593576113382976,13.263979276021322,22.038387298583984,5.715053786834081,28940.379557291668
Tinta (Barocca) Rosé 2019,South Africa,Swartland,Allesverloren,3.6,30,7.95,2019,-33.29356,18.5993825,18.844476064046223,14.011286735534668,25.505462646484375,1.1424014071623485,32795.451171875,13.38654867808024,9.310050010681152,18.458491643269856,2.0399641195933023,28628.290364583332,18.483590761820476,12.644476890563965,25.739566802978516,0.7389605591694514,39297.475260416664
Cirò Rosato 2019,Italy,Cirò,Tenuta Iuzzolini,4.0,30,6.77,2019,39.381732,17.0613529,15.62540372212728,11.619548638661703,19.645893414815266,1.6392115751902263,37511.723307291664,24.7161865234375,20.39526621500651,28.777236938476562,1.719641536474228,45632.703125,17.528247833251953,14.453383127848307,21.017542521158855,5.142831563949585,30101.561197916668
Cerasuolo d'Abruzzo 2017,Italy,Cerasuolo d'Abruzzo,Valle Reale,3.4,31,8.95,2017,42.83333,12.83333,10.722898642222086,5.86231009165446,15.431844075520834,3.4023298422495523,37039.225260416664,20.540043512980144,15.151037534077963,25.571807861328125,1.8716487884521484,44752.73046875,12.706296602884928,8.526951471964518,17.286306381225586,2.7554479837417603,29883.887369791668
Vin Ruspo 2018,Italy,Carmignano,Capezzana,3.4,31,8.9,2018,43.8140654,11.0190297,13.307058334350586,7.427496433258057,19.23136838277181,1.780609369277954,37745.3125,23.779273351033527,17.225901921590168,30.23445002237956,1.0482795933882396,46647.186197916664,13.42121156056722,8.928213278452555,18.551475207010906,3.5140857895215354,29224.674479166668
Cantaloro Rosato 2018,Italy,Toscana,Avignonesi,3.6,31,9.65,2018,43.4586541,11.1389204,14.597834587097168,9.299073855082193,20.345221201578777,1.255770564079285,39481.677083333336,25.264576594034832,19.118481318155926,31.773141225179035,0.6455913980801901,47021.329427083336,14.886561075846354,10.680579026540121,19.987460136413574,3.142437160015106,30773.384114583332
281 Rosé 2019,France,Provence,Minuty,4.5,31,52.89,2019,44.0580563,6.0638506,10.510457356770834,5.099810063838959,16.079524040222168,4.390251000722249,35418.541666666664,21.427655537923176,15.065402348836264,27.567319869995117,1.1817921102046967,45000.858072916664,13.694000879923502,8.619720617930094,19.412157376607258,3.504265214006106,29244.534505208332
Bardolino Chiaretto 2019,Italy,Bardolino Chiaretto,Gorgo,3.8,31,7.3,2019,42.71231,13.78745,13.503143946329752,8.943293650945028,17.83938694000244,3.9115771055221558,33755.460286458336,22.824139912923176,17.40155537923177,27.72273890177409,2.2563440799713135,46521.213541666664,15.786752382914225,11.806125005086264,19.945928891499836,3.2849820454915366,28052.212890625
Mediodía Rosado 2019,Spain,Navarra,Inurrieta,4.1,31,5.3,2019,42.6125488,-1.8307877,10.829254468282064,6.191607395807902,15.770747184753418,3.0847670237223306,33808.880859375,20.97940190633138,15.203292528788248,27.289223353068035,1.0935125450293224,45479.765625,14.534347216288248,9.909923076629639,19.954564412434895,1.6959856947263081,30057.392578125
Zweigelt Federspiel Terrassen Rosé 2018,Austria,Wachau,Domäne Wachau,2.7,31,9.5,2018,47.7286939,16.2263822,11.098757108052572,6.7661309242248535,15.286632219950357,1.623189926147461,34168.603515625,21.428619384765625,16.70211664835612,25.984463373819988,2.090967814127604,41975.510416666664,10.73890988032023,7.546202659606934,14.50769011179606,2.5430824756622314,23085.860026041668
Rosé de Léoube 2019,France,Côtes de Provence,Château Léoube,3.8,31,16.9,2019,43.4370505,6.652775,14.172517458597818,9.440376281738281,18.81331475575765,3.2251970767974854,34775.134765625,25.250930786132812,19.404856363932293,30.425662994384766,1.240215043226878,45667.513020833336,17.593576113382976,13.263979276021322,22.038387298583984,5.715053786834081,28940.379557291668
Kleine Rust Pinotage Rosé 2018,South Africa,Stellenbosch,Stellenrust,3.8,31,7.79,2018,-33.934444,18.869167,18.55008538564046,13.323729515075684,25.585395177205402,0.3489964008331299,34884.748046875,11.817153930664062,7.136327743530273,17.1436030069987,1.8708603382110596,28644.14453125,15.883392016092936,10.516579310099283,21.98568344116211,0.9923297762870789,38180.127604166664
Rosé 2015,Germany,Pfalz,Philipp Kuhn,3.5,32,10.01,2015,53.8156324,13.3702287,9.900286197662354,5.780543088912964,13.986008326212565,1.57415775458018,34671.641927083336,17.84143829345703,13.542639096577963,21.834484736124676,2.5456273555755615,43862.809895833336,11.58355442682902,8.952961921691895,14.357281049092608,1.6344802876313527,19580.325520833332
Solaz Rosado 2018,Spain,Castilla,Osborne,3.8,33,5.81,2018,40.4763551,-3.6800358,14.414348602294922,7.880878289540608,21.219157536824543,1.177455226580302,40616.92578125,25.462186813354492,18.30636151631673,32.35895919799805,1.2637992699940999,45832.708333333336,15.149637858072916,9.18949826558431,22.04974873860677,0.4978852992256482,34112.666015625
Pinot Grigio Ramato 2019,Italy,Friuli-Venezia Giulia,Attems,3.8,33,12.53,2019,46.151042,13.055904,13.107702573140463,8.812630891799927,17.699583371480305,4.630143324534099,31367.164713541668,23.010814030965168,17.98802439371745,27.95483462015788,3.143405040105184,42859.479166666664,14.61297861735026,10.702003479003906,19.127253532409668,6.513046582539876,25766.624348958332
Rosé 2017,Portugal,Douro,Quinta dos Avidagos,3.8,33,6.43,2017,41.135684,-7.1166743,13.1321013768514,8.304965813954672,17.97776222229004,3.329283078511556,34450.413411458336,25.65511194864909,18.73306655883789,32.41197395324707,0.28867383301258087,47035.740885416664,17.56288210550944,12.703765551249186,22.828335444132488,1.674552063147227,29865.655598958332
L'or du Sud Syrah Rosé 2017,France,Pays d'Oc,Foncalieu,3.4,33,5.32,2017,43.604764,1.4540399,11.823275566101074,7.489747683207194,16.317973136901855,2.5,32965.451171875,21.868691126505535,16.719085057576496,27.138617833455402,1.0308960874875386,41486.700520833336,15.487911224365236,11.350106080373129,20.102418581644695,1.8339067697525024,28601.802734375
Rosé 2018,Germany,Pfalz,Philipp Kuhn,3.8,33,8.84,2018,53.8156324,13.3702287,8.603902498881022,4.667211532592773,12.595884323120117,2.043691714604696,29281.971354166668,17.093416849772137,13.099612553914389,20.820940017700195,3.4780287742614746,35120.286458333336,10.350857416788736,7.967193444569905,12.828842004140219,2.396738290786743,18121.300455729168
Viña Esmeralda Rosado 2019,Spain,Catalunya,Torres,3.8,33,7.4,2019,41.8523094,1.5745043,10.015780925750732,5.989261468251546,14.83501402537028,4.487060944239299,36041.716145833336,20.694371541341145,16.022307713826496,26.277272542317707,2.89279576142629,44657.09375,13.019614219665527,9.634297211964926,17.28823979695638,4.085878213246663,29296.939453125
Vignes de Nicole Rosé 2019,France,Pézenas,Paul Mas,3.4,33,7.29,2019,43.4611777,3.4228323,13.774666786193848,9.617932001749674,18.282807032267254,4.714086135228475,33387.627604166664,24.37009620666504,19.113433202107746,29.770315170288086,1.2805734972159069,45307.701822916664,16.7613312403361,12.806552251180014,21.243595441182453,4.3106094400087995,27211.516927083332
Der Elefant im Porzellanladen 2019,Austria,Burgenland,Strehn,4.3,34,18.64,2019,47.5000001,16.4166666,11.367276589075724,7.309473117192586,15.597160498301188,2.28863795598348,33879.134114583336,21.033786137898762,17.03841495513916,25.17065493265788,2.36831533908844,42804.670572916664,12.195910771687826,9.258774280548094,15.841480255126953,2.3058064778645835,25311.174153645832
Coteaux Bourguignons Rosé 2018,France,Coteaux Bourguignons,Louis Jadot,3.6,34,13.57,2018,48.130756,4.353561,11.538899421691895,6.896923065185547,16.0460262298584,1.9317921996116638,33370.236979166664,20.120875040690105,15.517084121704102,24.565954208374023,2.4694265524546304,39333.899739583336,11.641693751017252,8.285686413447062,15.209933280944824,2.866380055745443,22382.9375
Fronton Rosé 2018,France,Fronton,Château Bellevue La Forét,3.6,34,7.44,2018,43.840295,1.390285,13.268231074015299,7.976404984792073,18.893752415974934,2.7243010997772217,34841.372395833336,22.208465576171875,17.204701741536457,27.63077672322591,2.048638025919596,38720.266927083336,13.286967595418295,8.990544954935709,18.226906458536785,1.092616508404414,26421.248697916668
Côtes de Provence Rosé 2018,France,Côtes de Provence,Domaine l'Ile Porquerolles,3.6,35,17.5,2018,43.4370505,6.652775,14.916397094726562,9.450949827829996,20.454103469848633,1.6874193747838337,39301.10546875,25.4428513844808,19.726971944173176,31.13584327697754,0.20200716083248457,47460.454427083336,15.911219278971354,11.008405208587646,21.98125457763672,0.8070967607200146,33187.498697916664
Mas Donis Rosat Montsant 2019,Spain,Montsant,Capçanes,3.6,35,6.75,2019,41.1171253,1.211005,14.957111676534018,11.11544926961263,19.10740343729655,1.6301792065302532,37237.395182291664,24.796328862508137,20.977762858072918,28.757421493530273,1.5393548707167308,45733.0625,18.14708360036214,14.740091323852539,21.922940572102863,4.325735092163086,31094.175130208332
Cuvée Speciale des Vignettes Rosé 2016,France,Provence,Clos Cibonne,4.2,36,22.9,2016,44.0580563,6.0638506,11.185478369394938,4.575381636619568,16.590524673461914,1.1286021570364635,38501.943359375,21.45704714457194,14.287747383117676,27.118375778198242,1.5684229532877605,46357.33203125,11.312084833780924,5.518840432167053,17.132927576700848,1.913118342558543,32143.847005208332
Bardolino Chiaretto Classico 2018,Italy,Bardolino Classico,Villabella,3.8,36,7.18,2018,42.83333,12.83333,10.693307558695475,4.006231149037679,16.70938523610433,1.9894982973734539,39602.078125,22.46411387125651,15.005531946818033,28.969994227091473,0.9702867070833842,47036.95703125,11.305813312530518,5.773005247116089,16.654420534769695,3.3380644718805947,30682.592447916668
Garrus Rosé 2018,France,Côtes de Provence,Château d'Esclans,4.8,36,109.0,2018,43.4370505,6.652775,14.916397094726562,9.450949827829996,20.454103469848633,1.6874193747838337,39301.10546875,25.4428513844808,19.726971944173176,31.13584327697754,0.20200716083248457,47460.454427083336,15.911219278971354,11.008405208587646,21.98125457763672,0.8070967607200146,33187.498697916664
Tavel Beaurevoir 2018,France,Tavel,M. Chapoutier,4.1,36,15.5,2018,44.0127055,4.6982216,14.33039410909017,9.636229197184244,19.59074592590332,2.543512463569641,37837.602213541664,24.59756596883138,19.081337610880535,30.628774007161457,0.6494265198707581,45929.200520833336,14.771384239196777,10.70766305923462,19.846605618794758,0.7966308419903121,31643.250651041668
